API_NUMBER,qi,di,b,sqrt_error,skipped_days,TimeStamp
5123359850000,628.3338,0.02215,1.00478,30.40854988011876,0.0,2019/2/15 10:10:11
5123359850000,444.68907,0.00801,0.5898,23.27402187432954,0.0,2019/2/15 10:11:42
5123360040100,421.82838,0.00313,0.49462,16.66672595177055,39.0,2019/2/15 10:13:46
